,drug_name,generic_code,global_name,drug_type,how_to_use,license_owner,license_expire,price,unit_price,GTIN,IRC,count_per_package,package_image,drug_image,usage,effect_process,farmakokintik,warnings,side_effects,Interference,advices,drug_url
76,EXICORT,13973,"HYDROCORTISONE (AS SODIUM SUCCINATE) INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg","INJECTION, POWDER, FOR SOLUTION",PARENTERAL,داروسازی اکسیر,1399/11/16,"[{'insurance': 'niro_mosalah', 'MinPrice': 1311370, 'MaxPrice': 1311370}]",45400,06260153070662,4971005135736072,25 VIAL in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=3c6e7725-a66f-4d5d-a68c-355692e009cc,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=3c6e7725-a66f-4d5d-a68c-355692e009cc,هيدروكورتيزون در درمان كوتاه¬مدت بیماری‌¬هاي التهابي و‌ آلرژیک چشم استفاده می‌¬شود.,,,"1- در مبتلایان به آب¬ مرواريد، گلوكوم مزمن با زاويه باز يا سابقه آن، التهاب گوش مياني (به خصوص در كودكان) و ساير عفونت‌¬هاي قرنيه و ملتحمه چشم يا گوش با احتیاط فراوان مصرف شود.
2- كاربرد مكرر كورتيكواستروئيد‌هاي چشمی‌ ممكن است بهبودي قرنيه را به تعويق بياندازد.","1- در مبتلایان به آب¬ مرواريد، گلوكوم مزمن با زاويه باز يا سابقه آن، التهاب گوش مياني (به خصوص در كودكان) و ساير عفونت‌¬هاي قرنيه و ملتحمه چشم يا گوش با احتیاط فراوان مصرف شود.
2- كاربرد مكرر كورتيكواستروئيد‌هاي چشمی‌ ممكن است بهبودي قرنيه را به تعويق بياندازد.",,اگر پس از 7-5 روز مصرف دارو بهبودي حاصل نشد باید به پزشك مراجعه شود.,https://irc.fda.gov.ir/NFI/Detail/20855
77,ISOCAINE,10029,MEPIVACAINE HYDROCHLORIDE INJECTION PARENTERAL 3 % 1.8MILLILITER,INJECTION,PARENTERAL,Novocol Pharmaceutical Canada Inc,1398/12/17,"[{'insurance': 'niro_mosalah', 'MinPrice': 8000, 'MaxPrice': 8000}]",0,06266397200018,1295861936666011,1.8 MILLILITER in 1 CARTRIDGE,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=ff61a20b-1503-4019-bb5f-7ffe02f0be01,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=ff61a20b-1503-4019-bb5f-7ffe02f0be01,مپي‎واكائين به¬عنوان بي¬حس كننده موضعي تزريقي براي ايجاد بي¬حسي موضعي يا منطقه¬‌اي (ناحيه كمري يا دمي)، انفيلتراسيون موضعي و انسداد عصب محيطي مصرف می‌¬شود.,,,در نارسایی قلبي-عروقي و وجود التهاب و يا عفونت در محل تزريق با احتياط فراوان استفاده گردد.,در نارسایی قلبي-عروقي و وجود التهاب و يا عفونت در محل تزريق با احتياط فراوان استفاده گردد.,با دارو‌¬هاي ضدمياستني، دارو¬‌هاي مضعف CNS، دارو¬‌هاي گندزدا حاوي فلزات سنگين، گوانیتیدین، مهاركننده‎¬‌هاي مونوآمين اكسيداز و دارو¬‌هاي مسدد عصبي-عضلاني تداخل دارد.,,https://irc.fda.gov.ir/NFI/Detail/9288
78,THYMOGLOBULINE,18430,"ANTITHYMOCYTE IMMUNOGLOBULIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 25 mg","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",PARENTERAL,Genzyme,1401/09/13,"[{'insurance': 'niro_mosalah', 'MinPrice': 1450, 'MaxPrice': 1450}]",9940000,06260517301166,8575059169252709,1 VIAL in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/9354
79,HEPATECT CP,13080,HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 50 [iU]/1mL 40MILLILITER,INJECTION,PARENTERAL,Biotest,1401/05/30,"[{'insurance': 'niro_mosalah', 'MinPrice': 75000, 'MaxPrice': 75000}]",0,04036124022068,7942648530447547,"1 VIAL, GLASS in 1 BOX",https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/9588
80,SELENASE,21097,SELENIUM (AS SODIUM SELENITE PENTAHYDRATE) INJECTION PARENTERAL 50 ug/1mL 2MILLILITER,INJECTION,PARENTERAL,Biosyn,1403/06/04,"[{'insurance': 'tamin', 'MinPrice': 15180, 'MaxPrice': 34000}, {'insurance': 'salamat', 'MinPrice': 50000, 'MaxPrice': 50000}, {'insurance': 'niro_mosalah', 'MinPrice': 4000, 'MaxPrice': 4000}]",0,04250063100117,1387627756561197,10 AMPULE in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=e62cac46-6071-4dff-bde5-9cc59b13c9ce,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=e62cac46-6071-4dff-bde5-9cc59b13c9ce,در کمبود سلنیوم خصوصاً در بیمارانی که به مدت ¬طولانی از رژیم غذایی تزریقی استفاده کرده¬اند، استفاده می¬شود.,,,,,,,https://irc.fda.gov.ir/NFI/Detail/9604
81,MEROXIPEM,22398,"MEROPENEM INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg","INJECTION, POWDER, FOR SOLUTION",PARENTERAL,دارودرمان پارس,1395/12/11,"[{'insurance': 'tamin', 'MinPrice': 2450, 'MaxPrice': 3100}, {'insurance': 'salamat', 'MinPrice': 45000, 'MaxPrice': 45000}, {'insurance': 'niro_mosalah', 'MinPrice': 45400, 'MaxPrice': 45400}]",0,06260531701133,7413558966546273,1  in 1 VIAL,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=3e71a78f-1647-4177-8971-05b88f3a8df6,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=3e71a78f-1647-4177-8971-05b88f3a8df6,اين دارو در درمان عفونت¬هاي هوازي و بي¬هوازي ناشي از باكتري¬هاي گرم مثبت و منفي حساس به آن شامل عفونت-هاي داخل شكم، مننژيت، عفونت¬هاي مجاري تنفسي، سپتي¬سمي، عفونت¬هاي پوست و بافت نرم، عفونت¬هاي مجاري ادراري و عفونت¬های ناشی از میکروارگانیسم¬های حساس در بيماران مبتلا به ضعف دستگاه ايمني مصرف می-شود.,,,مرو‎پنم در بيماران مبتلا به نارسایی كليه بايد با احتياط فراوان مصرف شود.,مرو‎پنم در بيماران مبتلا به نارسایی كليه بايد با احتياط فراوان مصرف شود.,,قرمزي، درد و ترومبوفلبيت در محل تزريق ممكن است بروز كند.,https://irc.fda.gov.ir/NFI/Detail/9618
82,AFAZOX,12056,"CEFTIZOXIME INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g","INJECTION, POWDER, FOR SOLUTION",PARENTERAL,آفا شیمی,1401/03/07,"[{'insurance': 'tamin', 'MinPrice': 3600, 'MaxPrice': 8200}, {'insurance': 'salamat', 'MinPrice': 112000, 'MaxPrice': 112000}, {'insurance': 'niro_mosalah', 'MinPrice': 7100, 'MaxPrice': 7100}]",110000,06260283800382,3539067135747104,"20 VIAL, GLASS in 1 BOX",https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=03602a4d-b1ae-4047-a0a9-07e09bdc039e,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=03602a4d-b1ae-4047-a0a9-07e09bdc039e,سفتي‎زوكسيم يك سفالوسپورين نسل سوم است كه در درمان عفونت¬هاي مفصل واستخوان، سوزاك ساده، عفونت-هاي داخل شكم، مننژيت، سپتي¬سمي باكتريايي، عفونت¬هاي بافت نرم و پوست و عفونت¬هاي باكتريايي مجاري ادراري مصرف می¬شود.,,,در صورت وجود سابقه بيماري گوارشي به ¬ويژه كوليت اولسراتيو، آنتريت ناحيه¬اي و كوليت ناشي از آنتي بيوتيك با احتياط فراوان مصرف شود.,در صورت وجود سابقه بيماري گوارشي به ¬ويژه كوليت اولسراتيو، آنتريت ناحيه¬اي و كوليت ناشي از آنتي بيوتيك با احتياط فراوان مصرف شود.,اثر ضدانعقادي وارفارين، در صورت مصرف همزمان با سفالوسپورين¬ها ممكن است افزايش يابد.,"1. مخلوط كردن سفتي‎زوكسيم با ساير دارو‌ها به ¬ويژه آمينوگليكوزيد‌ها دريك محلول توصيه نمی¬شود. 
2. در صورت ضرورت تزريق 2گرم يا بيشتر از اين دارو به ¬صورت عضلاني، اين مقدار بايد به ¬صورت منقسم در عضلات مختلف تزريق شود.",https://irc.fda.gov.ir/NFI/Detail/9860
83,TOLIDINE,21719,POVIDONE IODINE SOLUTION TOPICAL 10 % 250MILLILITER,SOLUTION,TOPICAL,داروسازی تولید دارو,1400/08/17,"[{'insurance': 'tamin', 'MinPrice': 30000, 'MaxPrice': 38100}, {'insurance': 'niro_mosalah', 'MinPrice': 1580, 'MaxPrice': 1580}]",155000,06260803040014,2828123223127101,250 MILLILITER in 1 BOTTLE,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=c15e89bc-4d08-462e-9932-9f3b016e3aa4,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=c15e89bc-4d08-462e-9932-9f3b016e3aa4,محلول موضعي پوويدون آيودين براي شست¬وشو و ضدعفوني كردن پوست قبل و پس از اعمال جراحي و تميزكردن دست جراحان قبل از عمل(surgical scrub)، مصرف مي‎¬شود. محلول د‌هان‎¬شويه آن براي درمان بيماري‌¬هاي التهابي عفوني د‌هان و حلق ناشي از باكتري‎‌¬ها و كانديدا و نيز در جراحي دندان، مصرف مي¬‎شود. پماد موضعي دارو براي درمان يا پيشگيري از عفونت و درمان عفونت¬‌هاي پوستي باكتريایي يا قارچي، زخم¬بستر، زخم ناشي از توقف جريان خون و هرگونه بيماري عفوني پوست مصرف مي¬‎شود. دوش و ژل واژينال آن براي درمان التهاب یا عفونت واژن ناشي از كانديدا، تريكوموناس، التهاب غيراختصاصي يا عفونت‌-هاي مخلوط واژن و نيزبراي شست¬وشوي واژن قبل از جراحي مصرف مي‎¬شود.,,,اين دارو در بيماران داراي سابقه حساسيت به يد بايد با احتياط فراوان مصرف شود.,اين دارو در بيماران داراي سابقه حساسيت به يد بايد با احتياط فراوان مصرف شود.,,"1- طول اثر مفيد پوويدون آيودين براي مقاصد جراحي يك ساعت است و تعداد باكتري¬‎‌هاي پوست پس از 8-6 ساعت مجدداً به ميزان اوليه باز می‌¬گردد.
2- در صورت بروز تحريك موضعي مصرف دارو بايد قطع شود.
3- ژل و دوش واژينال، داراي اثر اسپرم‎¬كشي هستند. از اين رو در صورت تمايل به بارداري از آن¬ها استفاده نشود.
4- پوويدين¬آيودين ممكن است پارچه‎¬‌هاي بافته شده از الياف مصنوعي را لك نمايدكه در اين صورت بايد با آمونياك رقيق شسته شوند.",https://irc.fda.gov.ir/NFI/Detail/10134
84,ALLAPAIN,50872,TRAMADOL HYDROCHLORIDE TABLET ORAL 100 mg,TABLET,ORAL,داروسازی امین,1403/03/06,"[{'insurance': 'tamin', 'MinPrice': 357000, 'MaxPrice': 360000}, {'insurance': 'niro_mosalah', 'MinPrice': 70000, 'MaxPrice': 70000}]",4300,06260154920348,0989430896277310,100 TABLET in 10 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=63856307-c4f9-488f-abcf-b02a5b2e601c,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=63856307-c4f9-488f-abcf-b02a5b2e601c,اين دارو براي کنترل درد‌هاي متوسط و نسبتاً شديد به ¬كار می¬رود.,,,"1-  در صورت نارسایی کبد یا کلیه، ضعف تنفسی یا تشنج، شرايط حاد شكمي،‌ افزايش فشار داخل¬جمجمه¬اي، ضربه مغزي با احتياط فراوان به¬ كار برد.
2-  احتمال تحمل و وابستگي و سوء مصرف اين دارو وجود دارد. با قطع ناگهاني مصرف،‌ احتمال بروز عوارض سندرم قطع وجود دارد.
3-  استفاده از اشكال تزريقي اين دارو ممكن است منجر به عوارض شديد شود. لذا بايد در بيمارستان تجويز شود.","1-  در صورت نارسایی کبد یا کلیه، ضعف تنفسی یا تشنج، شرايط حاد شكمي،‌ افزايش فشار داخل¬جمجمه¬اي، ضربه مغزي با احتياط فراوان به¬ كار برد.
2-  احتمال تحمل و وابستگي و سوء مصرف اين دارو وجود دارد. با قطع ناگهاني مصرف،‌ احتمال بروز عوارض سندرم قطع وجود دارد.
3-  استفاده از اشكال تزريقي اين دارو ممكن است منجر به عوارض شديد شود. لذا بايد در بيمارستان تجويز شود.",مصرف همزمان اين دارو با الكل، دارو‌هاي بي¬هوش‎كننده عمومي، مضعف¬هاي CNS موجب تضعيف شديد CNS می¬شود. كاربامازپين باعث افزايش متابوليسم ترامادول مي¬شود. مصرف اين دارو همراه با مهاركننده¬هاي مونو آمين‎ اكسيداز موجب كاهش آستانه حمله عصبي می-شود.,در صورت بروز سرگيجه و تاري ديد و نیز هنگام برخاستن باید احتياط كرد.,https://irc.fda.gov.ir/NFI/Detail/10335
85,MONONINE,14860,"FACTOR IX INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",PARENTERAL,Csl Behring,1395/11/07,"[{'insurance': 'niro_mosalah', 'MinPrice': 1100, 'MaxPrice': 1100}]",4606000,04047725112119,4811837296625775,"500 INTERNATIONAL UNITS in 1 VIAL, GLASS",https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/11959
86,FARMENTIN BD,17597,"CO-AMOXICLAV POWDER, FOR SUSPENSION ORAL 400 mg/57 mg/5 mL 100MILLILITER","POWDER, FOR SUSPENSION",ORAL,دارو سازی فارابی,1402/02/08,"[{'insurance': 'niro_mosalah', 'MinPrice': 1000, 'MaxPrice': 1000}]",135000,06260145703738,0398835621429460,1 BOTTLE in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=799aa659-81cb-4585-9055-a8285b8ecbfa,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=799aa659-81cb-4585-9055-a8285b8ecbfa,اين دارو در درمان عفونت¬هاي مجاري ادراري–تناسلي، گوش مياني، مجاري تنفسي و برونشيت مزمن، سالمونلوز مهاجم، عفونت¬هاي شكمي، سلوليت، گازگرفتگي حيوانات و عفونت شديد دندان همراه با سلوليت مصرف می¬شود. به¬دليل وجود اسيدكلاولانيك، اين دارو در درمان عفونت¬هاي ناشي از ميكروارگانيسم¬هاي مولد بتالاكتاماز مؤثر است.,,,در بيماران داراي سابقه آلرژي، بيماران مبتلا به نارسایی كليه و در بيماران مبتلا به هپاتيت شديد بايد با احتياط فراوان مصرف شود.,در بيماران داراي سابقه آلرژي، بيماران مبتلا به نارسایی كليه و در بيماران مبتلا به هپاتيت شديد بايد با احتياط فراوان مصرف شود.,مصرف همزمان اين دارو با دارو‌هاي ضد بارداری خوراکی حاوي استروژن ممكن است به ¬دليل كاهش اثر اين داروها منجر به بارداري ناخواسته شود.,,https://irc.fda.gov.ir/NFI/Detail/12003
